;Id;Context;Pronoun;Position;Candidate Antecedent;Answer
1399;ElectronicRecordsMgmtSystems#87;The ERMS should be able to capture records which are composed of more than one component, retaining a closely bound relationship between all components, so that they are managed as a single record. The ERMS must allow users to capture, declare and store electronic records in their native format.;50;50.0;[40, 41];2
1400;ElectronicRecordsMgmtSystems#87;The ERMS should be able to capture records which are composed of more than one component, retaining a closely bound relationship between all components, so that they are managed as a single record. The ERMS must allow users to capture, declare and store electronic records in their native format.;50;50.0;[47, 49];1
1401;ElectronicRecordsMgmtSystems#88;The ERMS must be able to capture an electronic document, even though the generating application is not present. Where the ERMS captures records which are constructed of more than one component, it must be able to:;34;34.0;[0, 2];2
1402;ElectronicRecordsMgmtSystems#88;The ERMS must be able to capture an electronic document, even though the generating application is not present. Where the ERMS captures records which are constructed of more than one component, it must be able to:;34;34.0;[7, 10];2
1403;ElectronicRecordsMgmtSystems#88;The ERMS must be able to capture an electronic document, even though the generating application is not present. Where the ERMS captures records which are constructed of more than one component, it must be able to:;34;34.0;[13, 16];2
1404;ElectronicRecordsMgmtSystems#88;The ERMS must be able to capture an electronic document, even though the generating application is not present. Where the ERMS captures records which are constructed of more than one component, it must be able to:;34;34.0;[21, 23];1
1405;ElectronicRecordsMgmtSystems#88;The ERMS must be able to capture an electronic document, even though the generating application is not present. Where the ERMS captures records which are constructed of more than one component, it must be able to:;34;34.0;[24, 25];2
1406;ElectronicRecordsMgmtSystems#88;The ERMS must be able to capture an electronic document, even though the generating application is not present. Where the ERMS captures records which are constructed of more than one component, it must be able to:;34;34.0;[29, 33];2
1407;ElectronicRecordsMgmtSystems#89;The ERMS must allow a user to choose whether to capture an e-mail message with attachment(s) as: (HD) When capturing a document in its native format, the ERMS should be capable of also capturing a rendition of that document in a standard format, and of storing native format and rendition in a close association.;29;29.0;[0, 2];2
1408;ElectronicRecordsMgmtSystems#89;The ERMS must allow a user to choose whether to capture an e-mail message with attachment(s) as: (HD) When capturing a document in its native format, the ERMS should be capable of also capturing a rendition of that document in a standard format, and of storing native format and rendition in a close association.;29;29.0;[4, 6];2
1409;ElectronicRecordsMgmtSystems#89;The ERMS must allow a user to choose whether to capture an e-mail message with attachment(s) as: (HD) When capturing a document in its native format, the ERMS should be capable of also capturing a rendition of that document in a standard format, and of storing native format and rendition in a close association.;29;29.0;[11, 16];2
1410;ElectronicRecordsMgmtSystems#89;The ERMS must allow a user to choose whether to capture an e-mail message with attachment(s) as: (HD) When capturing a document in its native format, the ERMS should be capable of also capturing a rendition of that document in a standard format, and of storing native format and rendition in a close association.;29;29.0;[26, 28];1
1411;ElectronicRecordsMgmtSystems#90;"The ERMS must ensure that all electronic records are assigned to at least one folders on completion of declaration. The ERMS must not impose, by its own architecture or design, any practical limit on the number of records which can be captured and declared into a folder; or on the number of records which can be captured and declared into the ERMS as a whole.";27;27.0;[20, 22];0
1412;ElectronicRecordsMgmtSystems#90;"The ERMS must ensure that all electronic records are assigned to at least one folders on completion of declaration. The ERMS must not impose, by its own architecture or design, any practical limit on the number of records which can be captured and declared into a folder; or on the number of records which can be captured and declared into the ERMS as a whole.";27;27.0;[5, 8];0
1413;ElectronicRecordsMgmtSystems#90;"The ERMS must ensure that all electronic records are assigned to at least one folders on completion of declaration. The ERMS must not impose, by its own architecture or design, any practical limit on the number of records which can be captured and declared into a folder; or on the number of records which can be captured and declared into the ERMS as a whole.";27;27.0;[11, 15];0
1414;ElectronicRecordsMgmtSystems#90;"The ERMS must ensure that all electronic records are assigned to at least one folders on completion of declaration. The ERMS must not impose, by its own architecture or design, any practical limit on the number of records which can be captured and declared into a folder; or on the number of records which can be captured and declared into the ERMS as a whole.";27;27.0;[16, 17];0
1415;ElectronicRecordsMgmtSystems#90;"The ERMS must ensure that all electronic records are assigned to at least one folders on completion of declaration. The ERMS must not impose, by its own architecture or design, any practical limit on the number of records which can be captured and declared into a folder; or on the number of records which can be captured and declared into the ERMS as a whole.";27;27.0;[18, 19];0
1416;ElectronicRecordsMgmtSystems#90;"The ERMS must ensure that all electronic records are assigned to at least one folders on completion of declaration. The ERMS must not impose, by its own architecture or design, any practical limit on the number of records which can be captured and declared into a folder; or on the number of records which can be captured and declared into the ERMS as a whole.";27;27.0;[20, 22];0
1417;ElectronicRecordsMgmtSystems#91;The ERMS should be capable of relating each assignment of the record, so that a later retrieval of one assignment enables identification and retrieval of all other assignments of that record made at the time of capture, or at a later stage from within the ERMS 15. The ERMS should alert a user who is attempting to capture and declare a document into a folder in which it has already been declared, where this is evident from captured metadata.;70;70.0;[7, 9];2
1418;ElectronicRecordsMgmtSystems#91;The ERMS should be capable of relating each assignment of the record, so that a later retrieval of one assignment enables identification and retrieval of all other assignments of that record made at the time of capture, or at a later stage from within the ERMS 15. The ERMS should alert a user who is attempting to capture and declare a document into a folder in which it has already been declared, where this is evident from captured metadata.;70;70.0;[10, 12];2
1419;ElectronicRecordsMgmtSystems#91;The ERMS should be capable of relating each assignment of the record, so that a later retrieval of one assignment enables identification and retrieval of all other assignments of that record made at the time of capture, or at a later stage from within the ERMS 15. The ERMS should alert a user who is attempting to capture and declare a document into a folder in which it has already been declared, where this is evident from captured metadata.;70;70.0;[15, 18];2
1420;ElectronicRecordsMgmtSystems#91;The ERMS should be capable of relating each assignment of the record, so that a later retrieval of one assignment enables identification and retrieval of all other assignments of that record made at the time of capture, or at a later stage from within the ERMS 15. The ERMS should alert a user who is attempting to capture and declare a document into a folder in which it has already been declared, where this is evident from captured metadata.;70;70.0;[19, 21];2
1421;ElectronicRecordsMgmtSystems#91;The ERMS should be capable of relating each assignment of the record, so that a later retrieval of one assignment enables identification and retrieval of all other assignments of that record made at the time of capture, or at a later stage from within the ERMS 15. The ERMS should alert a user who is attempting to capture and declare a document into a folder in which it has already been declared, where this is evident from captured metadata.;70;70.0;[22, 23];2
1422;ElectronicRecordsMgmtSystems#91;The ERMS should be capable of relating each assignment of the record, so that a later retrieval of one assignment enables identification and retrieval of all other assignments of that record made at the time of capture, or at a later stage from within the ERMS 15. The ERMS should alert a user who is attempting to capture and declare a document into a folder in which it has already been declared, where this is evident from captured metadata.;70;70.0;[22, 25];2
1423;ElectronicRecordsMgmtSystems#91;The ERMS should be capable of relating each assignment of the record, so that a later retrieval of one assignment enables identification and retrieval of all other assignments of that record made at the time of capture, or at a later stage from within the ERMS 15. The ERMS should alert a user who is attempting to capture and declare a document into a folder in which it has already been declared, where this is evident from captured metadata.;70;70.0;[24, 25];2
1424;ElectronicRecordsMgmtSystems#91;The ERMS should be capable of relating each assignment of the record, so that a later retrieval of one assignment enables identification and retrieval of all other assignments of that record made at the time of capture, or at a later stage from within the ERMS 15. The ERMS should alert a user who is attempting to capture and declare a document into a folder in which it has already been declared, where this is evident from captured metadata.;70;70.0;[26, 29];2
1425;ElectronicRecordsMgmtSystems#91;The ERMS should be capable of relating each assignment of the record, so that a later retrieval of one assignment enables identification and retrieval of all other assignments of that record made at the time of capture, or at a later stage from within the ERMS 15. The ERMS should alert a user who is attempting to capture and declare a document into a folder in which it has already been declared, where this is evident from captured metadata.;70;70.0;[30, 32];2
1426;ElectronicRecordsMgmtSystems#91;The ERMS should be capable of relating each assignment of the record, so that a later retrieval of one assignment enables identification and retrieval of all other assignments of that record made at the time of capture, or at a later stage from within the ERMS 15. The ERMS should alert a user who is attempting to capture and declare a document into a folder in which it has already been declared, where this is evident from captured metadata.;70;70.0;[34, 36];2
1427;ElectronicRecordsMgmtSystems#91;The ERMS should be capable of relating each assignment of the record, so that a later retrieval of one assignment enables identification and retrieval of all other assignments of that record made at the time of capture, or at a later stage from within the ERMS 15. The ERMS should alert a user who is attempting to capture and declare a document into a folder in which it has already been declared, where this is evident from captured metadata.;70;70.0;[60, 61];2
1428;ElectronicRecordsMgmtSystems#91;The ERMS should be capable of relating each assignment of the record, so that a later retrieval of one assignment enables identification and retrieval of all other assignments of that record made at the time of capture, or at a later stage from within the ERMS 15. The ERMS should alert a user who is attempting to capture and declare a document into a folder in which it has already been declared, where this is evident from captured metadata.;70;70.0;[41, 44];2
1429;ElectronicRecordsMgmtSystems#91;The ERMS should be capable of relating each assignment of the record, so that a later retrieval of one assignment enables identification and retrieval of all other assignments of that record made at the time of capture, or at a later stage from within the ERMS 15. The ERMS should alert a user who is attempting to capture and declare a document into a folder in which it has already been declared, where this is evident from captured metadata.;70;70.0;[46, 48];2
1430;ElectronicRecordsMgmtSystems#91;The ERMS should be capable of relating each assignment of the record, so that a later retrieval of one assignment enables identification and retrieval of all other assignments of that record made at the time of capture, or at a later stage from within the ERMS 15. The ERMS should alert a user who is attempting to capture and declare a document into a folder in which it has already been declared, where this is evident from captured metadata.;70;70.0;[50, 52];2
1431;ElectronicRecordsMgmtSystems#91;The ERMS should be capable of relating each assignment of the record, so that a later retrieval of one assignment enables identification and retrieval of all other assignments of that record made at the time of capture, or at a later stage from within the ERMS 15. The ERMS should alert a user who is attempting to capture and declare a document into a folder in which it has already been declared, where this is evident from captured metadata.;70;70.0;[54, 56];2
1432;ElectronicRecordsMgmtSystems#91;The ERMS should be capable of relating each assignment of the record, so that a later retrieval of one assignment enables identification and retrieval of all other assignments of that record made at the time of capture, or at a later stage from within the ERMS 15. The ERMS should alert a user who is attempting to capture and declare a document into a folder in which it has already been declared, where this is evident from captured metadata.;70;70.0;[63, 65];1
1433;ElectronicRecordsMgmtSystems#91;The ERMS should be capable of relating each assignment of the record, so that a later retrieval of one assignment enables identification and retrieval of all other assignments of that record made at the time of capture, or at a later stage from within the ERMS 15. The ERMS should alert a user who is attempting to capture and declare a document into a folder in which it has already been declared, where this is evident from captured metadata.;70;70.0;[66, 68];2
1434;ElectronicRecordsMgmtSystems#92;The ERMS must support the capture and presentation of metadata for electronic records as set out in the accompanying metadata standard for electronic records management. The ERMS must ensure the capture of all required metadata elements specified at systems configuration, and retain them with the electronic record in a tightly-bound relationship at all times.;44;44.0;[26, 28];2
1435;ElectronicRecordsMgmtSystems#92;The ERMS must support the capture and presentation of metadata for electronic records as set out in the accompanying metadata standard for electronic records management. The ERMS must ensure the capture of all required metadata elements specified at systems configuration, and retain them with the electronic record in a tightly-bound relationship at all times.;44;44.0;[30, 32];2
1436;ElectronicRecordsMgmtSystems#92;The ERMS must support the capture and presentation of metadata for electronic records as set out in the accompanying metadata standard for electronic records management. The ERMS must ensure the capture of all required metadata elements specified at systems configuration, and retain them with the electronic record in a tightly-bound relationship at all times.;44;44.0;[4, 8];2
1437;ElectronicRecordsMgmtSystems#92;The ERMS must support the capture and presentation of metadata for electronic records as set out in the accompanying metadata standard for electronic records management. The ERMS must ensure the capture of all required metadata elements specified at systems configuration, and retain them with the electronic record in a tightly-bound relationship at all times.;44;44.0;[7, 8];2
1438;ElectronicRecordsMgmtSystems#92;The ERMS must support the capture and presentation of metadata for electronic records as set out in the accompanying metadata standard for electronic records management. The ERMS must ensure the capture of all required metadata elements specified at systems configuration, and retain them with the electronic record in a tightly-bound relationship at all times.;44;44.0;[35, 36];2
1439;ElectronicRecordsMgmtSystems#92;The ERMS must support the capture and presentation of metadata for electronic records as set out in the accompanying metadata standard for electronic records management. The ERMS must ensure the capture of all required metadata elements specified at systems configuration, and retain them with the electronic record in a tightly-bound relationship at all times.;44;44.0;[22, 24];2
1440;ElectronicRecordsMgmtSystems#92;The ERMS must support the capture and presentation of metadata for electronic records as set out in the accompanying metadata standard for electronic records management. The ERMS must ensure the capture of all required metadata elements specified at systems configuration, and retain them with the electronic record in a tightly-bound relationship at all times.;44;44.0;[17, 21];2
1441;ElectronicRecordsMgmtSystems#92;The ERMS must support the capture and presentation of metadata for electronic records as set out in the accompanying metadata standard for electronic records management. The ERMS must ensure the capture of all required metadata elements specified at systems configuration, and retain them with the electronic record in a tightly-bound relationship at all times.;44;44.0;[22, 25];2
1442;ElectronicRecordsMgmtSystems#92;The ERMS must support the capture and presentation of metadata for electronic records as set out in the accompanying metadata standard for electronic records management. The ERMS must ensure the capture of all required metadata elements specified at systems configuration, and retain them with the electronic record in a tightly-bound relationship at all times.;44;44.0;[26, 28];2
1443;ElectronicRecordsMgmtSystems#92;The ERMS must support the capture and presentation of metadata for electronic records as set out in the accompanying metadata standard for electronic records management. The ERMS must ensure the capture of all required metadata elements specified at systems configuration, and retain them with the electronic record in a tightly-bound relationship at all times.;44;44.0;[30, 32];2
1444;ElectronicRecordsMgmtSystems#92;The ERMS must support the capture and presentation of metadata for electronic records as set out in the accompanying metadata standard for electronic records management. The ERMS must ensure the capture of all required metadata elements specified at systems configuration, and retain them with the electronic record in a tightly-bound relationship at all times.;44;44.0;[33, 37];1
1445;ElectronicRecordsMgmtSystems#92;The ERMS must support the capture and presentation of metadata for electronic records as set out in the accompanying metadata standard for electronic records management. The ERMS must ensure the capture of all required metadata elements specified at systems configuration, and retain them with the electronic record in a tightly-bound relationship at all times.;44;44.0;[39, 41];2
1446;ElectronicRecordsMgmtSystems#93;"where this is allowable within other requirements); and must be able to restrict this ability to authorised users. The ERMS must prevent any amendment of selected elements of metadata of the electronic record which have been acquired directly from the application package, the operating systems or the ERMS itself (for example, certain dates) as defined by the accompanying records management metadata standard (but noting A.2.16 and A.2.38).";52;52.0;[5, 7];2
1447;ElectronicRecordsMgmtSystems#93;"where this is allowable within other requirements); and must be able to restrict this ability to authorised users. The ERMS must prevent any amendment of selected elements of metadata of the electronic record which have been acquired directly from the application package, the operating systems or the ERMS itself (for example, certain dates) as defined by the accompanying records management metadata standard (but noting A.2.16 and A.2.38).";52;52.0;[15, 17];2
1448;ElectronicRecordsMgmtSystems#93;"where this is allowable within other requirements); and must be able to restrict this ability to authorised users. The ERMS must prevent any amendment of selected elements of metadata of the electronic record which have been acquired directly from the application package, the operating systems or the ERMS itself (for example, certain dates) as defined by the accompanying records management metadata standard (but noting A.2.16 and A.2.38).";52;52.0;[19, 20];2
1449;ElectronicRecordsMgmtSystems#93;"where this is allowable within other requirements); and must be able to restrict this ability to authorised users. The ERMS must prevent any amendment of selected elements of metadata of the electronic record which have been acquired directly from the application package, the operating systems or the ERMS itself (for example, certain dates) as defined by the accompanying records management metadata standard (but noting A.2.16 and A.2.38).";52;52.0;[21, 23];2
1450;ElectronicRecordsMgmtSystems#93;"where this is allowable within other requirements); and must be able to restrict this ability to authorised users. The ERMS must prevent any amendment of selected elements of metadata of the electronic record which have been acquired directly from the application package, the operating systems or the ERMS itself (for example, certain dates) as defined by the accompanying records management metadata standard (but noting A.2.16 and A.2.38).";52;52.0;[25, 27];2
1451;ElectronicRecordsMgmtSystems#93;"where this is allowable within other requirements); and must be able to restrict this ability to authorised users. The ERMS must prevent any amendment of selected elements of metadata of the electronic record which have been acquired directly from the application package, the operating systems or the ERMS itself (for example, certain dates) as defined by the accompanying records management metadata standard (but noting A.2.16 and A.2.38).";52;52.0;[28, 30];2
1452;ElectronicRecordsMgmtSystems#93;"where this is allowable within other requirements); and must be able to restrict this ability to authorised users. The ERMS must prevent any amendment of selected elements of metadata of the electronic record which have been acquired directly from the application package, the operating systems or the ERMS itself (for example, certain dates) as defined by the accompanying records management metadata standard (but noting A.2.16 and A.2.38).";52;52.0;[31, 32];2
1453;ElectronicRecordsMgmtSystems#93;"where this is allowable within other requirements); and must be able to restrict this ability to authorised users. The ERMS must prevent any amendment of selected elements of metadata of the electronic record which have been acquired directly from the application package, the operating systems or the ERMS itself (for example, certain dates) as defined by the accompanying records management metadata standard (but noting A.2.16 and A.2.38).";52;52.0;[33, 36];2
1454;ElectronicRecordsMgmtSystems#93;"where this is allowable within other requirements); and must be able to restrict this ability to authorised users. The ERMS must prevent any amendment of selected elements of metadata of the electronic record which have been acquired directly from the application package, the operating systems or the ERMS itself (for example, certain dates) as defined by the accompanying records management metadata standard (but noting A.2.16 and A.2.38).";52;52.0;[42, 45];2
1455;ElectronicRecordsMgmtSystems#93;"where this is allowable within other requirements); and must be able to restrict this ability to authorised users. The ERMS must prevent any amendment of selected elements of metadata of the electronic record which have been acquired directly from the application package, the operating systems or the ERMS itself (for example, certain dates) as defined by the accompanying records management metadata standard (but noting A.2.16 and A.2.38).";52;52.0;[46, 49];2
1456;ElectronicRecordsMgmtSystems#93;"where this is allowable within other requirements); and must be able to restrict this ability to authorised users. The ERMS must prevent any amendment of selected elements of metadata of the electronic record which have been acquired directly from the application package, the operating systems or the ERMS itself (for example, certain dates) as defined by the accompanying records management metadata standard (but noting A.2.16 and A.2.38).";52;52.0;[46, 52];2
1457;ElectronicRecordsMgmtSystems#93;"where this is allowable within other requirements); and must be able to restrict this ability to authorised users. The ERMS must prevent any amendment of selected elements of metadata of the electronic record which have been acquired directly from the application package, the operating systems or the ERMS itself (for example, certain dates) as defined by the accompanying records management metadata standard (but noting A.2.16 and A.2.38).";52;52.0;[51, 52];1
1458;ElectronicRecordsMgmtSystems#94;"The ERMS must validate the content of selected metadata elements, to conform with requirements as set out in the accompanying metadata standard for electronic records management; in particular, in relation to: (M) The ERMS must be able to allocate a identifier, unique within the system, to each electronic record on declaration, that serves to identify the record from the point of declaration throughout the remainder of its life within the ERMS.";75;75.0;[38, 40];0
1459;ElectronicRecordsMgmtSystems#94;"The ERMS must validate the content of selected metadata elements, to conform with requirements as set out in the accompanying metadata standard for electronic records management; in particular, in relation to: (M) The ERMS must be able to allocate a identifier, unique within the system, to each electronic record on declaration, that serves to identify the record from the point of declaration throughout the remainder of its life within the ERMS.";75;75.0;[4, 6];0
1460;ElectronicRecordsMgmtSystems#94;"The ERMS must validate the content of selected metadata elements, to conform with requirements as set out in the accompanying metadata standard for electronic records management; in particular, in relation to: (M) The ERMS must be able to allocate a identifier, unique within the system, to each electronic record on declaration, that serves to identify the record from the point of declaration throughout the remainder of its life within the ERMS.";75;75.0;[7, 10];0
1461;ElectronicRecordsMgmtSystems#94;"The ERMS must validate the content of selected metadata elements, to conform with requirements as set out in the accompanying metadata standard for electronic records management; in particular, in relation to: (M) The ERMS must be able to allocate a identifier, unique within the system, to each electronic record on declaration, that serves to identify the record from the point of declaration throughout the remainder of its life within the ERMS.";75;75.0;[14, 15];0
1462;ElectronicRecordsMgmtSystems#94;"The ERMS must validate the content of selected metadata elements, to conform with requirements as set out in the accompanying metadata standard for electronic records management; in particular, in relation to: (M) The ERMS must be able to allocate a identifier, unique within the system, to each electronic record on declaration, that serves to identify the record from the point of declaration throughout the remainder of its life within the ERMS.";75;75.0;[19, 23];0
1463;ElectronicRecordsMgmtSystems#94;"The ERMS must validate the content of selected metadata elements, to conform with requirements as set out in the accompanying metadata standard for electronic records management; in particular, in relation to: (M) The ERMS must be able to allocate a identifier, unique within the system, to each electronic record on declaration, that serves to identify the record from the point of declaration throughout the remainder of its life within the ERMS.";75;75.0;[24, 27];0
1464;ElectronicRecordsMgmtSystems#94;"The ERMS must validate the content of selected metadata elements, to conform with requirements as set out in the accompanying metadata standard for electronic records management; in particular, in relation to: (M) The ERMS must be able to allocate a identifier, unique within the system, to each electronic record on declaration, that serves to identify the record from the point of declaration throughout the remainder of its life within the ERMS.";75;75.0;[32, 33];0
1465;ElectronicRecordsMgmtSystems#94;"The ERMS must validate the content of selected metadata elements, to conform with requirements as set out in the accompanying metadata standard for electronic records management; in particular, in relation to: (M) The ERMS must be able to allocate a identifier, unique within the system, to each electronic record on declaration, that serves to identify the record from the point of declaration throughout the remainder of its life within the ERMS.";75;75.0;[38, 40];0
1466;ElectronicRecordsMgmtSystems#94;"The ERMS must validate the content of selected metadata elements, to conform with requirements as set out in the accompanying metadata standard for electronic records management; in particular, in relation to: (M) The ERMS must be able to allocate a identifier, unique within the system, to each electronic record on declaration, that serves to identify the record from the point of declaration throughout the remainder of its life within the ERMS.";75;75.0;[45, 47];0
1467;ElectronicRecordsMgmtSystems#94;"The ERMS must validate the content of selected metadata elements, to conform with requirements as set out in the accompanying metadata standard for electronic records management; in particular, in relation to: (M) The ERMS must be able to allocate a identifier, unique within the system, to each electronic record on declaration, that serves to identify the record from the point of declaration throughout the remainder of its life within the ERMS.";75;75.0;[50, 52];0
1468;ElectronicRecordsMgmtSystems#94;"The ERMS must validate the content of selected metadata elements, to conform with requirements as set out in the accompanying metadata standard for electronic records management; in particular, in relation to: (M) The ERMS must be able to allocate a identifier, unique within the system, to each electronic record on declaration, that serves to identify the record from the point of declaration throughout the remainder of its life within the ERMS.";75;75.0;[54, 57];0
1469;ElectronicRecordsMgmtSystems#94;"The ERMS must validate the content of selected metadata elements, to conform with requirements as set out in the accompanying metadata standard for electronic records management; in particular, in relation to: (M) The ERMS must be able to allocate a identifier, unique within the system, to each electronic record on declaration, that serves to identify the record from the point of declaration throughout the remainder of its life within the ERMS.";75;75.0;[64, 66];0
1470;ElectronicRecordsMgmtSystems#94;"The ERMS must validate the content of selected metadata elements, to conform with requirements as set out in the accompanying metadata standard for electronic records management; in particular, in relation to: (M) The ERMS must be able to allocate a identifier, unique within the system, to each electronic record on declaration, that serves to identify the record from the point of declaration throughout the remainder of its life within the ERMS.";75;75.0;[67, 69];0
1471;ElectronicRecordsMgmtSystems#94;"The ERMS must validate the content of selected metadata elements, to conform with requirements as set out in the accompanying metadata standard for electronic records management; in particular, in relation to: (M) The ERMS must be able to allocate a identifier, unique within the system, to each electronic record on declaration, that serves to identify the record from the point of declaration throughout the remainder of its life within the ERMS.";75;75.0;[70, 71];0
1472;ElectronicRecordsMgmtSystems#94;"The ERMS must validate the content of selected metadata elements, to conform with requirements as set out in the accompanying metadata standard for electronic records management; in particular, in relation to: (M) The ERMS must be able to allocate a identifier, unique within the system, to each electronic record on declaration, that serves to identify the record from the point of declaration throughout the remainder of its life within the ERMS.";75;75.0;[72, 74];0
1473;ElectronicRecordsMgmtSystems#95;The ERMS should provide facilities for tracing all uncontrolled copies20 made from an electronic record, that have been allocated to one or more different folders than the originating record. The ERMS should support the ability to create multiple entries for electronic records in different electronic folders without physical duplication of the electronic record itself .;55;55.0;[31, 33];2
1474;ElectronicRecordsMgmtSystems#95;The ERMS should provide facilities for tracing all uncontrolled copies20 made from an electronic record, that have been allocated to one or more different folders than the originating record. The ERMS should support the ability to create multiple entries for electronic records in different electronic folders without physical duplication of the electronic record itself .;55;55.0;[4, 5];2
1475;ElectronicRecordsMgmtSystems#95;The ERMS should provide facilities for tracing all uncontrolled copies20 made from an electronic record, that have been allocated to one or more different folders than the originating record. The ERMS should support the ability to create multiple entries for electronic records in different electronic folders without physical duplication of the electronic record itself .;55;55.0;[12, 15];2
1476;ElectronicRecordsMgmtSystems#95;The ERMS should provide facilities for tracing all uncontrolled copies20 made from an electronic record, that have been allocated to one or more different folders than the originating record. The ERMS should support the ability to create multiple entries for electronic records in different electronic folders without physical duplication of the electronic record itself .;55;55.0;[21, 26];2
1477;ElectronicRecordsMgmtSystems#95;The ERMS should provide facilities for tracing all uncontrolled copies20 made from an electronic record, that have been allocated to one or more different folders than the originating record. The ERMS should support the ability to create multiple entries for electronic records in different electronic folders without physical duplication of the electronic record itself .;55;55.0;[27, 30];2
1478;ElectronicRecordsMgmtSystems#95;The ERMS should provide facilities for tracing all uncontrolled copies20 made from an electronic record, that have been allocated to one or more different folders than the originating record. The ERMS should support the ability to create multiple entries for electronic records in different electronic folders without physical duplication of the electronic record itself .;55;55.0;[31, 33];2
1479;ElectronicRecordsMgmtSystems#95;The ERMS should provide facilities for tracing all uncontrolled copies20 made from an electronic record, that have been allocated to one or more different folders than the originating record. The ERMS should support the ability to create multiple entries for electronic records in different electronic folders without physical duplication of the electronic record itself .;55;55.0;[35, 37];2
1480;ElectronicRecordsMgmtSystems#95;The ERMS should provide facilities for tracing all uncontrolled copies20 made from an electronic record, that have been allocated to one or more different folders than the originating record. The ERMS should support the ability to create multiple entries for electronic records in different electronic folders without physical duplication of the electronic record itself .;55;55.0;[39, 41];2
1481;ElectronicRecordsMgmtSystems#95;The ERMS should provide facilities for tracing all uncontrolled copies20 made from an electronic record, that have been allocated to one or more different folders than the originating record. The ERMS should support the ability to create multiple entries for electronic records in different electronic folders without physical duplication of the electronic record itself .;55;55.0;[42, 44];2
1482;ElectronicRecordsMgmtSystems#95;The ERMS should provide facilities for tracing all uncontrolled copies20 made from an electronic record, that have been allocated to one or more different folders than the originating record. The ERMS should support the ability to create multiple entries for electronic records in different electronic folders without physical duplication of the electronic record itself .;55;55.0;[45, 48];2
1483;ElectronicRecordsMgmtSystems#95;The ERMS should provide facilities for tracing all uncontrolled copies20 made from an electronic record, that have been allocated to one or more different folders than the originating record. The ERMS should support the ability to create multiple entries for electronic records in different electronic folders without physical duplication of the electronic record itself .;55;55.0;[49, 51];2
1484;ElectronicRecordsMgmtSystems#95;The ERMS should provide facilities for tracing all uncontrolled copies20 made from an electronic record, that have been allocated to one or more different folders than the originating record. The ERMS should support the ability to create multiple entries for electronic records in different electronic folders without physical duplication of the electronic record itself .;55;55.0;[53, 55];1
1485;ElectronicRecordsMgmtSystems#96;The ERMS should be able to allow the creation of an extract directly from an originating record, where portions of original content have been masked in the extract, while ensuring the original record remains intact. The ERMS should be able to declare the extract as a record in its own right, but noting A.2.58.;51;51.0;[38, 40];2
1486;ElectronicRecordsMgmtSystems#96;The ERMS should be able to allow the creation of an extract directly from an originating record, where portions of original content have been masked in the extract, while ensuring the original record remains intact. The ERMS should be able to declare the extract as a record in its own right, but noting A.2.58.;51;51.0;[7, 9];2
1487;ElectronicRecordsMgmtSystems#96;The ERMS should be able to allow the creation of an extract directly from an originating record, where portions of original content have been masked in the extract, while ensuring the original record remains intact. The ERMS should be able to declare the extract as a record in its own right, but noting A.2.58.;51;51.0;[10, 12];2
1488;ElectronicRecordsMgmtSystems#96;The ERMS should be able to allow the creation of an extract directly from an originating record, where portions of original content have been masked in the extract, while ensuring the original record remains intact. The ERMS should be able to declare the extract as a record in its own right, but noting A.2.58.;51;51.0;[14, 17];2
1489;ElectronicRecordsMgmtSystems#96;The ERMS should be able to allow the creation of an extract directly from an originating record, where portions of original content have been masked in the extract, while ensuring the original record remains intact. The ERMS should be able to declare the extract as a record in its own right, but noting A.2.58.;51;51.0;[19, 20];2
1490;ElectronicRecordsMgmtSystems#96;The ERMS should be able to allow the creation of an extract directly from an originating record, where portions of original content have been masked in the extract, while ensuring the original record remains intact. The ERMS should be able to declare the extract as a record in its own right, but noting A.2.58.;51;51.0;[21, 23];2
1491;ElectronicRecordsMgmtSystems#96;The ERMS should be able to allow the creation of an extract directly from an originating record, where portions of original content have been masked in the extract, while ensuring the original record remains intact. The ERMS should be able to declare the extract as a record in its own right, but noting A.2.58.;51;51.0;[45, 47];1
1492;ElectronicRecordsMgmtSystems#96;The ERMS should be able to allow the creation of an extract directly from an originating record, where portions of original content have been masked in the extract, while ensuring the original record remains intact. The ERMS should be able to declare the extract as a record in its own right, but noting A.2.58.;51;51.0;[32, 35];2
1493;ElectronicRecordsMgmtSystems#96;The ERMS should be able to allow the creation of an extract directly from an originating record, where portions of original content have been masked in the extract, while ensuring the original record remains intact. The ERMS should be able to declare the extract as a record in its own right, but noting A.2.58.;51;51.0;[38, 40];2
1494;ElectronicRecordsMgmtSystems#96;The ERMS should be able to allow the creation of an extract directly from an originating record, where portions of original content have been masked in the extract, while ensuring the original record remains intact. The ERMS should be able to declare the extract as a record in its own right, but noting A.2.58.;51;51.0;[45, 47];1
1495;ElectronicRecordsMgmtSystems#96;The ERMS should be able to allow the creation of an extract directly from an originating record, where portions of original content have been masked in the extract, while ensuring the original record remains intact. The ERMS should be able to declare the extract as a record in its own right, but noting A.2.58.;51;51.0;[48, 50];2
1496;ElectronicRecordsMgmtSystems#97;The ERMS should be able to automatically record the relationship between one or more extracts and the originating record. Where an ERMS support direct creation of an extract it must be able to copy existing metadata attributes and access controls from the originating record to the extract, but allow selected items to be amended where necessary21.;29;29.0;[0, 2];2
